frame,time_min,object_count,mean_area_px,total_area_px,object_density_per_px2,mean_area_um2,total_area_um2,object_count_growth_per_min,total_area_growth_um2_per_min
586,586.0,7,223.28571428571428,1563,7.595486111111111e-06,223.28571428571428,1563.0,0.0,3.0
587,587.0,7,222.85714285714286,1560,7.595486111111111e-06,222.85714285714286,1560.0,0.0,-3.0
588,588.0,7,224.0,1568,7.595486111111111e-06,224.0,1568.0,0.0,8.0
589,589.0,7,224.85714285714286,1574,7.595486111111111e-06,224.85714285714286,1574.0,0.0,6.0
590,590.0,7,232.14285714285714,1625,7.595486111111111e-06,232.14285714285714,1625.0,0.0,51.0
591,591.0,7,233.0,1631,7.595486111111111e-06,233.0,1631.0,0.0,6.0
592,592.0,7,233.14285714285714,1632,7.595486111111111e-06,233.14285714285714,1632.0,0.0,1.0
593,593.0,7,228.28571428571428,1598,7.595486111111111e-06,228.28571428571428,1598.0,0.0,-34.0
594,594.0,7,219.57142857142858,1537,7.595486111111111e-06,219.57142857142858,1537.0,0.0,-61.0
595,595.0,7,214.71428571428572,1503,7.595486111111111e-06,214.71428571428572,1503.0,0.0,-34.0
596,596.0,7,209.71428571428572,1468,7.595486111111111e-06,209.71428571428572,1468.0,0.0,-35.0
597,597.0,7,209.42857142857142,1466,7.595486111111111e-06,209.42857142857142,1466.0,0.0,-2.0
598,598.0,7,203.71428571428572,1426,7.595486111111111e-06,203.71428571428572,1426.0,0.0,-40.0
599,599.0,7,203.85714285714286,1427,7.595486111111111e-06,203.85714285714286,1427.0,0.0,1.0
600,600.0,7,202.28571428571428,1416,7.595486111111111e-06,202.28571428571428,1416.0,0.0,-11.0
601,601.0,7,202.85714285714286,1420,7.595486111111111e-06,202.85714285714286,1420.0,0.0,4.0
602,602.0,7,204.71428571428572,1433,7.595486111111111e-06,204.71428571428572,1433.0,0.0,13.0
603,603.0,7,200.28571428571428,1402,7.595486111111111e-06,200.28571428571428,1402.0,0.0,-31.0
604,604.0,8,180.375,1443,8.680555555555556e-06,180.375,1443.0,1.0,41.0
605,605.0,8,180.375,1443,8.680555555555556e-06,180.375,1443.0,0.0,0.0
606,606.0,8,181.125,1449,8.680555555555556e-06,181.125,1449.0,0.0,6.0
607,607.0,9,166.55555555555554,1499,9.765625e-06,166.55555555555554,1499.0,1.0,50.0
608,608.0,8,192.375,1539,8.680555555555556e-06,192.375,1539.0,-1.0,40.0
609,609.0,8,193.25,1546,8.680555555555556e-06,193.25,1546.0,0.0,7.0
610,610.0,9,175.88888888888889,1583,9.765625e-06,175.88888888888889,1583.0,1.0,37.0
611,611.0,9,175.77777777777777,1582,9.765625e-06,175.77777777777777,1582.0,0.0,-1.0
612,612.0,9,181.22222222222223,1631,9.765625e-06,181.22222222222223,1631.0,0.0,49.0
613,613.0,8,210.75,1686,8.680555555555556e-06,210.75,1686.0,-1.0,55.0
614,614.0,8,210.875,1687,8.680555555555556e-06,210.875,1687.0,0.0,1.0
615,615.0,9,173.66666666666666,1563,9.765625e-06,173.66666666666666,1563.0,1.0,-124.0
616,616.0,10,165.8,1658,1.0850694444444445e-05,165.8,1658.0,1.0,95.0
617,617.0,10,165.2,1652,1.0850694444444445e-05,165.2,1652.0,0.0,-6.0
618,618.0,9,170.66666666666666,1536,9.765625e-06,170.66666666666666,1536.0,-1.0,-116.0
619,619.0,9,172.66666666666666,1554,9.765625e-06,172.66666666666666,1554.0,0.0,18.0
620,620.0,10,158.5,1585,1.0850694444444445e-05,158.5,1585.0,1.0,31.0
621,621.0,10,165.8,1658,1.0850694444444445e-05,165.8,1658.0,0.0,73.0
622,622.0,9,179.44444444444446,1615,9.765625e-06,179.44444444444446,1615.0,-1.0,-43.0
623,623.0,9,179.88888888888889,1619,9.765625e-06,179.88888888888889,1619.0,0.0,4.0
624,624.0,9,195.33333333333334,1758,9.765625e-06,195.33333333333334,1758.0,0.0,139.0
625,625.0,8,224.625,1797,8.680555555555556e-06,224.625,1797.0,-1.0,39.0
626,626.0,8,227.5,1820,8.680555555555556e-06,227.5,1820.0,0.0,23.0
627,627.0,9,191.44444444444446,1723,9.765625e-06,191.44444444444446,1723.0,1.0,-97.0
628,628.0,10,156.2,1562,1.0850694444444445e-05,156.2,1562.0,1.0,-161.0
629,629.0,10,156.2,1562,1.0850694444444445e-05,156.2,1562.0,0.0,0.0
630,630.0,9,179.77777777777777,1618,9.765625e-06,179.77777777777777,1618.0,-1.0,56.0
631,631.0,10,152.5,1525,1.0850694444444445e-05,152.5,1525.0,1.0,-93.0
632,632.0,10,164.1,1641,1.0850694444444445e-05,164.1,1641.0,0.0,116.0
633,633.0,10,162.0,1620,1.0850694444444445e-05,162.0,1620.0,0.0,-21.0
634,634.0,10,154.9,1549,1.0850694444444445e-05,154.9,1549.0,0.0,-71.0
635,635.0,10,155.0,1550,1.0850694444444445e-05,155.0,1550.0,0.0,1.0
636,636.0,10,154.3,1543,1.0850694444444445e-05,154.3,1543.0,0.0,-7.0
637,637.0,9,183.55555555555554,1652,9.765625e-06,183.55555555555554,1652.0,-1.0,109.0
638,638.0,9,181.33333333333334,1632,9.765625e-06,181.33333333333334,1632.0,0.0,-20.0
639,639.0,10,159.6,1596,1.0850694444444445e-05,159.6,1596.0,1.0,-36.0
640,640.0,10,169.3,1693,1.0850694444444445e-05,169.3,1693.0,0.0,97.0
641,641.0,10,169.9,1699,1.0850694444444445e-05,169.9,1699.0,0.0,6.0
642,642.0,10,172.9,1729,1.0850694444444445e-05,172.9,1729.0,0.0,30.0
643,643.0,11,153.8181818181818,1692,1.193576388888889e-05,153.8181818181818,1692.0,1.0,-37.0
644,644.0,11,151.63636363636363,1668,1.193576388888889e-05,151.63636363636363,1668.0,0.0,-24.0
645,645.0,11,153.0,1683,1.193576388888889e-05,153.0,1683.0,0.0,15.0
646,646.0,11,153.27272727272728,1686,1.193576388888889e-05,153.27272727272728,1686.0,0.0,3.0
647,647.0,11,153.36363636363637,1687,1.193576388888889e-05,153.36363636363637,1687.0,0.0,1.0
648,648.0,11,153.54545454545453,1689,1.193576388888889e-05,153.54545454545453,1689.0,0.0,2.0
649,649.0,10,174.1,1741,1.0850694444444445e-05,174.1,1741.0,-1.0,52.0
650,650.0,10,174.8,1748,1.0850694444444445e-05,174.8,1748.0,0.0,7.0
651,651.0,9,189.22222222222223,1703,9.765625e-06,189.22222222222223,1703.0,-1.0,-45.0
652,652.0,8,212.75,1702,8.680555555555556e-06,212.75,1702.0,-1.0,-1.0
